Item Fat Content,Item Identifier,Item Type,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Rating,Outlet_Age,Item_Visibility_Log,Sales_Log
Low Fat,FDR60,Baking Goods,OUT017,Tier 2,Medium,Supermarket Type1,0.131152799,14.3,4.5,4,-2.0313922309221533,4.3774260682783135
Regular,FDJ20,Fruits and Vegetables,OUT049,Tier 1,Medium,Supermarket Type1,0.100330684,20.7,4.5,12,-2.299283708565612,4.823814028781397
Low Fat,DRM11,Hard Drinks,OUT013,Tier 3,High,Supermarket Type1,0.066014596,6.57,4.5,10,-2.717879409890952,5.563476951234298
Low Fat,FDK44,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.122475364,16.6,4.5,9,-2.0998453794268057,5.173738919292847
Low Fat,FDP10,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.128065918,19.0,4.5,7,-2.0552101632464645,4.6574039380066985
Regular,FDG14,Canned,OUT017,Tier 2,Medium,Supermarket Type1,0.050786366,9.0,4.5,4,-2.9801273462463937,5.031759922980128
Low Fat,FDA10,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,1e-09,20.35,4.5,12,-20.72326583694641,4.8032600995501875
Low Fat,FDO34,Snack Foods,OUT017,Tier 2,Medium,Supermarket Type1,0.030108283,17.7,4.5,4,-3.5029549623588756,5.117883626705814
Low Fat,FDN15,Meat,OUT010,Tier 3,Medium,Grocery Store,0.028009382,17.5,4.5,13,-3.575215753502256,4.960870655280595
Low Fat,NCN41,Health and Hygiene,OUT013,Tier 3,High,Supermarket Type1,0.052165855,17.0,4.5,10,-2.9533271168965145,4.836861104263691
Low Fat,DRE27,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.13267058,11.85,4.5,8,-2.0198860653134143,4.579571312867671
Low Fat,FDU40,Frozen Foods,OUT010,Tier 3,Medium,Grocery Store,0.062606583,20.85,4.5,13,-2.7708848466605738,5.263973303185396
Low Fat,NCS54,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.010008699,13.6,4.5,12,-4.604300664131814,5.180304929581185
Low Fat,NCL55,Others,OUT017,Tier 2,Medium,Supermarket Type1,0.065026434,12.15,4.5,4,-2.73296141483407,5.54010208661278
Regular,FDJ55,Meat,OUT017,Tier 2,Medium,Supermarket Type1,0.023664054,12.8,4.5,4,-3.743798091069035,5.425127975214268
Low Fat,NCN43,Others,OUT010,Tier 3,Medium,Grocery Store,0.011314423,12.15,4.5,13,-4.4816769954523,4.820063799960336
Low Fat,FDZ60,Baking Goods,OUT049,Tier 1,Medium,Supermarket Type1,0.119547387,20.5,4.5,12,-2.1240424422802837,4.700113025603997
Low Fat,FDS23,Breads,OUT049,Tier 1,Medium,Supermarket Type1,0.141108156,4.635,4.5,12,-1.958228618817284,4.8621306453958155
Low Fat,FDK38,Canned,OUT049,Tier 1,Medium,Supermarket Type1,0.053372768,6.65,4.5,12,-2.9304546256379282,5.014450672939409
Low Fat,FDR02,Dairy,OUT049,Tier 1,Medium,Supermarket Type1,0.022099982,16.7,4.5,12,-3.8121784849383995,4.711227858575542
Low Fat,FDF17,Frozen Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.042687151,5.19,4.5,12,-3.1538573173800106,5.282751850006425
Low Fat,FDR43,Fruits and Vegetables,OUT049,Tier 1,Medium,Supermarket Type1,0.161740582,18.2,4.5,12,-1.8217615729531844,3.674247933569218
Low Fat,DRL11,Hard Drinks,OUT049,Tier 1,Medium,Supermarket Type1,0.048092816,10.5,4.5,12,-3.034622468534422,5.077013372210913
Low Fat,NCS41,Health and Hygiene,OUT049,Tier 1,Medium,Supermarket Type1,0.053527105,12.85,4.5,12,-2.927567117862598,5.226610816363402
Low Fat,NCP05,Health and Hygiene,OUT049,Tier 1,Medium,Supermarket Type1,0.025325897,19.6,4.5,12,-3.6759278099287442,5.023238209345245
Low Fat,NCY18,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.031201465,7.285,4.5,12,-3.467290230140853,5.168808728926798
Low Fat,NCP42,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.016135764,8.51,4.5,12,-4.126717104118888,5.281414311426477
Low Fat,NCP18,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.028642712,12.15,4.5,12,-3.552856248635336,5.011107182739295
Low Fat,NCB18,Household,OUT049,Tier 1,Medium,Supermarket Type1,0.041355366,19.6,4.5,12,-3.185553095677938,4.497043626132521
Low Fat,NCN14,Others,OUT049,Tier 1,Medium,Supermarket Type1,0.092060694,19.1,4.5,12,-2.385307202059649,5.219062015494576
Low Fat,FDJ45,Seafood,OUT049,Tier 1,Medium,Supermarket Type1,0.073524776,17.75,4.5,12,-2.610132841129514,3.578551063418351
Low Fat,FDH22,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.136512858,6.405,4.5,12,-1.9913364709912593,4.865746699534617
Low Fat,FDU22,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.093441604,12.35,4.5,12,-2.3704185939536653,4.788427971050225
Low Fat,FDO57,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.108879177,20.75,4.5,12,-2.2175164794478026,5.091033630833972
Low Fat,FDQ21,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.01945343,21.25,4.5,12,-3.9397318748510513,4.803000852382816
Low Fat,DRG37,Soft Drinks,OUT049,Tier 1,Medium,Supermarket Type1,0.01940856,16.2,4.5,12,-3.9420410731159223,5.061310664274626
Low Fat,FDB11,Starchy Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.060942632,16.0,4.5,12,-2.797822316334263,5.4233646204342225
Regular,FDL14,Canned,OUT049,Tier 1,Medium,Supermarket Type1,0.032208865,8.115,4.5,12,-3.4355135537637658,5.049838058370508
Regular,FDQ01,Canned,OUT049,Tier 1,Medium,Supermarket Type1,0.160951491,19.7,4.5,12,-1.826652257533723,5.549470559609021
Regular,FDW26,Dairy,OUT049,Tier 1,Medium,Supermarket Type1,0.107223632,11.8,4.5,12,-2.2328386068792785,5.414219523349153
Regular,FDI05,Frozen Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.127066966,8.35,4.5,12,-2.0630410401541917,4.350734606263274
Regular,FDE17,Frozen Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.054540159,20.1,4.5,12,-2.908817986277415,5.031330333531759
Regular,FDT19,Fruits and Vegetables,OUT049,Tier 1,Medium,Supermarket Type1,0.14526636,7.59,4.5,12,-1.9291862562020747,5.158526423752369
Regular,FDJ10,Snack Foods,OUT049,Tier 1,Medium,Supermarket Type1,0.129705008,5.095,4.5,12,-2.0424925762232116,4.9620317125192095
Low Fat,DRH03,Dairy,OUT049,Tier 1,Medium,Supermarket Type1,0.035118834,17.25,4.5,12,-3.3490177112219492,4.547668183716633
Low Fat,DRD15,Dairy,OUT019,Tier 1,Small,Grocery Store,0.099442329,10.6,4.5,6,-2.308177410895465,5.456022578676481
Low Fat,FDY32,Fruits and Vegetables,OUT019,Tier 1,Small,Grocery Store,0.226284381,7.605,4.5,6,-1.4859627477258919,5.1012130816543815
Low Fat,NCG43,Household,OUT019,Tier 1,Small,Grocery Store,0.129983688,20.2,4.5,6,-2.0403463133225195,4.54378615089037
Low Fat,NCO30,Household,OUT019,Tier 1,Small,Grocery Store,0.027532258,19.5,4.5,6,-3.5923969435760803,5.2260735020194415
Low Fat,NCQ06,Household,OUT019,Tier 1,Small,Grocery Store,0.073229342,13.0,4.5,6,-2.6141590913380295,5.541661113176611
Low Fat,NCV06,Household,OUT019,Tier 1,Small,Grocery Store,0.116750407,11.300000000000002,4.5,6,-2.1477168963578364,5.2793781464086
Low Fat,NCZ54,Household,OUT019,Tier 1,Small,Grocery Store,0.145951533,14.65,4.5,6,-1.9244806781400534,5.087319753777383
Low Fat,NCP50,Others,OUT019,Tier 1,Small,Grocery Store,0.035997636,17.35,4.5,6,-3.324302009348844,4.377790173531353
Low Fat,FDF46,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.164006137,7.07,4.5,6,-1.8078514311263694,4.73868132840758
Low Fat,FDR33,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.04690397,7.31,4.5,6,-3.0596529589247257,4.715431672245624
Low Fat,FDS57,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.181114059,15.5,4.5,6,-1.7086282859628956,4.960373046944149
Low Fat,DRH01,Soft Drinks,OUT019,Tier 1,Small,Grocery Store,0.171417316,17.5,4.5,6,-1.7636542510835187,5.159479347224496
Regular,FDJ58,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.184359831,15.6,4.5,6,-1.6908658278149968,5.157193797579994
Regular,FDL57,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.117442838,15.1,4.5,6,-2.1418035488765783,5.555786592918223
Regular,FDT09,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.021471456,15.15,4.5,6,-3.8410308538342277,4.883017050959754
Regular,FDY33,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.170186628,14.5,4.5,6,-1.7708596323218433,5.075337551828259
Low Fat,FDP09,Snack Foods,OUT019,Tier 1,Small,Grocery Store,0.059336763,19.75,4.5,6,-2.8245262156579254,5.362184725006317
Low Fat,FDQ12,Baking Goods,OUT046,Tier 1,Small,Supermarket Type1,0.035410748,12.65,4.5,8,-3.340739889105155,5.448464327894488
Low Fat,FDX43,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.085274988,5.655,4.5,8,-2.461874091398634,5.112288947822756
Low Fat,FDS47,Breads,OUT046,Tier 1,Small,Supermarket Type1,0.12888573,16.75,4.5,8,-2.048829081138977,4.485097531153071
Low Fat,FDN01,Breakfast,OUT046,Tier 1,Small,Supermarket Type1,1e-09,8.895,4.5,8,-20.72326583694641,5.189824171391855
Low Fat,DRG51,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.011539622,12.1,4.5,8,-4.461968774071243,5.10323027593301
Low Fat,DRH03,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.035064318,17.25,4.5,8,-3.350571246776021,4.53701981663938
Low Fat,FDB05,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.083198341,5.155,4.5,8,-2.486527871257623,5.50970245732739
Low Fat,FDA16,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,1e-09,6.695,4.5,8,-20.72326583694641,5.395650952430343
Low Fat,FDD29,Frozen Foods,OUT046,Tier 1,Small,Supermarket Type1,0.018410515,12.15,4.5,8,-3.9948333102012,5.534060409854657
Low Fat,FDZ19,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.093454899,6.425,4.5,8,-2.370276322698623,5.172590864937337
Low Fat,FDY55,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,1e-09,16.75,4.5,8,-20.72326583694641,5.546734044848355
Low Fat,NCU29,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.025477448,7.685,4.5,8,-3.6699616102800916,4.985495248089147
Low Fat,NCW41,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.015450376,18.0,4.5,8,-4.1701219393649325,5.0749262846006475
Low Fat,NCY17,Health and Hygiene,OUT046,Tier 1,Small,Supermarket Type1,0.163096139,18.2,4.5,8,-1.81341544222887,3.7843850693649648
Low Fat,NCC19,Household,OUT046,Tier 1,Small,Supermarket Type1,0.096880574,6.57,4.5,8,-2.3342762548993607,5.260002642862328
Low Fat,NCJ43,Household,OUT046,Tier 1,Small,Supermarket Type1,0.027069402,6.635,4.5,8,-3.6093512664754424,5.170140754319614
Low Fat,NCE19,Household,OUT046,Tier 1,Small,Supermarket Type1,0.09301462,8.97,4.5,8,-2.374998593883107,3.9851916794365962
Low Fat,NCO18,Household,OUT046,Tier 1,Small,Supermarket Type1,0.024651269,13.15,4.5,8,-3.702926899088302,5.196110760971837
Low Fat,NCG43,Household,OUT046,Tier 1,Small,Supermarket Type1,1e-09,20.2,4.5,8,-20.72326583694641,4.555414656002987
Low Fat,FDT03,Meat,OUT046,Tier 1,Small,Supermarket Type1,0.009998763,21.25,4.5,8,-4.605293893639567,5.211455796518602
Low Fat,FDW33,Snack Foods,OUT046,Tier 1,Small,Supermarket Type1,0.099120588,9.395,4.5,8,-2.3114181094754556,4.684240112971572
Low Fat,DRC12,Soft Drinks,OUT046,Tier 1,Small,Supermarket Type1,0.037826873,17.85,4.5,8,-3.274735503018798,5.2508000919108815
Regular,FDL14,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.032158866,8.115,4.5,8,-3.437067096487092,5.049196815671527
Regular,FDZ01,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.009058845,8.975,4.5,8,-4.704013650497663,4.648220096858602
Regular,FDJ14,Canned,OUT046,Tier 1,Small,Supermarket Type1,0.050070476,10.3,4.5,8,-2.994323745994839,4.36813052948177
Regular,FDB04,Dairy,OUT046,Tier 1,Small,Supermarket Type1,0.063226306,11.35,4.5,8,-2.761034830253525,4.4884745588886625
Regular,FDA08,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.050085152,11.85,4.5,8,-2.994030682082244,5.110496315217453
Low Fat,FDX55,Fruits and Vegetables,OUT046,Tier 1,Small,Supermarket Type1,0.0552059,15.1,4.5,8,-2.8966854473528105,5.395519392046887
Low Fat,NCF55,Household,OUT045,Tier 2,Medium,Supermarket Type1,0.021710275,6.675,4.5,9,-3.829969628198417,3.5831688771918144
Low Fat,NCJ30,Household,OUT017,Tier 2,Medium,Supermarket Type1,0.081096613,5.82,4.5,4,-2.5121140819881194,5.1438774782373695
Low Fat,FDR10,Snack Foods,OUT017,Tier 2,Medium,Supermarket Type1,0.010096684,17.6,4.5,4,-4.595548225874377,5.084227704799581
Low Fat,FDR48,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.131770922,11.65,4.5,9,-2.0266903034091577,5.0245539782334605
Low Fat,FDL36,Baking Goods,OUT045,Tier 2,Medium,Supermarket Type1,0.076229769,15.1,4.5,9,-2.5740032232895764,4.5161531626702125
Low Fat,FDH27,Dairy,OUT045,Tier 2,Medium,Supermarket Type1,0.058465268,7.075,4.5,9,-2.8393224104612527,4.985746795654837
Low Fat,FDI52,Frozen Foods,OUT045,Tier 2,Medium,Supermarket Type1,0.104890428,18.7,4.5,9,-2.2548390165517005,4.807353191877602
Low Fat,FDD45,Fruits and Vegetables,OUT045,Tier 2,Medium,Supermarket Type1,0.116484721,8.615,4.5,9,-2.1499951647919153,4.555387329262403
Low Fat,NCS53,Health and Hygiene,OUT045,Tier 2,Small,Supermarket Type1,0.08996026,14.5,4.5,9,-2.408387261721788,5.078670195765498
Low Fat,NCA41,Health and Hygiene,OUT045,Tier 2,Small,Supermarket Type1,0.032652796,16.75,4.5,9,-3.4218247913978788,5.2565376218648145
Low Fat,NCY17,Health and Hygiene,OUT045,Tier 2,Small,Supermarket Type1,1e-09,18.2,4.5,9,-20.72326583694641,3.809072915691528
Low Fat,NCX17,Health and Hygiene,OUT045,Tier 2,Small,Supermarket Type1,0.113833823,21.25,4.5,9,-2.1730155870381123,5.454594355605302
Low Fat,NCV54,Household,OUT045,Tier 2,Small,Supermarket Type1,0.033176087,11.1,4.5,9,-3.4059259336638728,4.796719040032177
Low Fat,NCQ06,Household,OUT045,Tier 2,Small,Supermarket Type1,0.041909345,13.0,4.5,9,-3.1722464458955137,5.545182913214608
Low Fat,NCB55,Household,OUT045,Tier 2,Small,Supermarket Type1,0.16098885,15.7,4.5,9,-1.8264201710542738,4.0750971807484255
Low Fat,NCN54,Household,OUT045,Tier 2,Small,Supermarket Type1,0.021369722,20.35,4.5,9,-3.8457802186266656,4.341631632312832
Low Fat,DRE12,Soft Drinks,OUT045,Tier 2,Small,Supermarket Type1,1e-09,4.59,4.5,9,-20.72326583694641,4.720158208119675
Low Fat,FDR48,Baking Goods,OUT017,Tier 2,Small,Supermarket Type1,0.132248069,11.65,4.5,4,-2.0230758094845416,5.020601466408106
Low Fat,FDO12,Baking Goods,OUT017,Tier 2,Small,Supermarket Type1,0.055241242,15.75,4.5,4,-2.896045466986342,5.285967418916042
Low Fat,FDS47,Breads,OUT017,Tier 2,Small,Supermarket Type1,0.12961476,16.75,4.5,4,-2.043188612659921,4.4680391796635375
Low Fat,FDZ27,Dairy,OUT017,Tier 2,Small,Supermarket Type1,0.017253305,7.935,4.5,4,-4.059751559653695,3.9595743072863683
Low Fat,DRE03,Dairy,OUT017,Tier 2,Small,Supermarket Type1,0.024363939,19.6,4.5,4,-3.714651149705008,3.8580271149471024
Low Fat,FDB08,Fruits and Vegetables,OUT017,Tier 2,Small,Supermarket Type1,0.03127929,6.055,4.5,4,-3.4647990617723536,5.083624259442947
Low Fat,FDB44,Fruits and Vegetables,OUT017,Tier 2,Small,Supermarket Type1,1e-09,6.655,4.5,4,-20.72326583694641,5.363442902858483
Low Fat,FDE57,Fruits and Vegetables,OUT017,Tier 2,Small,Supermarket Type1,0.036490369,9.6,4.5,4,-3.3107069162253597,4.954526211868212
Low Fat,FDN20,Fruits and Vegetables,OUT017,Tier 2,Small,Supermarket Type1,0.026329989,19.35,4.5,4,-3.637046723248408,5.137252673253684
Low Fat,NCD19,Household,OUT017,Tier 2,Small,Supermarket Type1,0.013253936,8.93,4.5,4,-4.32346071405871,4.051113418029823
Low Fat,NCG55,Household,OUT017,Tier 2,High,Supermarket Type1,1e-09,16.25,4.5,4,-20.72326583694641,4.755464295943286
Low Fat,NCO54,Household,OUT017,Tier 2,High,Supermarket Type1,0.014355033,19.5,4.5,4,-4.243654666561177,4.033557218833896
Low Fat,FDE46,Snack Foods,OUT017,Tier 2,High,Supermarket Type1,0.015858893,18.6,4.5,4,-4.144024863445997,5.036540829335042
Regular,FDR37,Breakfast,OUT045,Tier 2,High,Supermarket Type1,0.066383907,16.5,4.5,9,-2.7123006163325916,5.200865494958252
Regular,FDA25,Canned,OUT045,Tier 2,High,Supermarket Type1,0.068263916,16.5,4.5,9,-2.6843739682654277,4.6615410675836895
Regular,FDU50,Dairy,OUT045,Tier 2,High,Supermarket Type1,0.075322658,5.75,4.5,9,-2.585974286384085,4.7648847870299065
Regular,FDT19,Fruits and Vegetables,OUT045,Tier 2,High,Supermarket Type1,0.145335007,7.59,4.5,9,-1.928713808312476,5.159675796321548
Regular,FDX32,Fruits and Vegetables,OUT045,Tier 2,High,Supermarket Type1,0.100060762,15.1,4.5,9,-2.3019776575203337,4.977275664519782
Regular,FDU51,Meat,OUT045,Tier 2,High,Supermarket Type1,0.096709408,20.2,4.5,9,-2.336044590665859,5.17503498718221
Regular,FDG46,Snack Foods,OUT045,Tier 2,High,Supermarket Type1,0.032976399,8.63,4.5,9,-3.4119631551983556,4.750583952758662
Regular,FDM12,Baking Goods,OUT017,Tier 2,High,Supermarket Type1,0.070312473,16.7,4.5,4,-2.6548060705834713,5.2502892619374455
Regular,FDW38,Dairy,OUT017,Tier 2,High,Supermarket Type1,0.139464425,5.325,4.5,4,-1.969945728164463,3.993230572850594
Regular,FDZ14,Dairy,OUT017,Tier 2,High,Supermarket Type1,0.047857877,7.71,4.5,4,-3.0395195560315376,4.793934278343675
Regular,FDS19,Fruits and Vegetables,OUT017,Tier 2,Medium,Supermarket Type1,0.06457046,13.8,4.5,4,-2.7399982483177205,4.346415000951374
Regular,FDP03,Meat,OUT017,Tier 2,Medium,Supermarket Type1,1e-09,5.15,4.5,4,-20.72326583694641,4.819787895382846
Regular,FDR51,Meat,OUT017,Tier 2,Medium,Supermarket Type1,0.174450933,9.035,4.5,4,-1.7461117631263383,5.024346201873718
Regular,FDR03,Meat,OUT017,Tier 2,Medium,Supermarket Type1,0.00878535,15.7,4.5,4,-4.734669717499243,5.327866460004587
Regular,FDO46,Snack Foods,OUT017,Tier 2,Medium,Supermarket Type1,1e-09,9.6,4.5,4,-20.72326583694641,5.257949435591984
Regular,FDV22,Snack Foods,OUT017,Tier 2,Medium,Supermarket Type1,0.009995002,14.85,4.5,4,-4.6056701109297435,5.046407761184384
Low Fat,FDU35,Breads,OUT045,Tier 2,Medium,Supermarket Type1,1e-09,6.44,4.5,9,-20.72326583694641,4.613832559066744
Low Fat,FDV49,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.025822315,10.0,4.5,7,-3.6565162384038534,5.574897793137802
Low Fat,FDA13,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.078540095,15.85,4.5,7,-2.544146020258266,3.6203489757068255
Low Fat,FDJ52,Frozen Foods,OUT035,Tier 2,Small,Supermarket Type1,0.017783501,7.145,4.5,7,-4.029484161643276,5.0780309796494425
Low Fat,FDT04,Frozen Foods,OUT035,Tier 2,Small,Supermarket Type1,0.107021498,17.25,4.5,7,-2.2347255488132745,3.7276721910830894
Low Fat,NCZ41,Health and Hygiene,OUT035,Tier 2,Small,Supermarket Type1,0.064409056,19.85,4.5,7,-2.742501034640039,4.850234903223674
Low Fat,NCJ30,Household,OUT035,Tier 2,Small,Supermarket Type1,0.08062523,5.82,4.5,7,-2.517943651157091,5.132138807591269
Low Fat,NCN54,Household,OUT035,Tier 2,Small,Supermarket Type1,0.021322439,20.35,4.5,7,-3.847995286602866,4.383685258396751
Low Fat,NCD54,Household,OUT035,Tier 2,Small,Supermarket Type1,0.029003459,21.1,4.5,7,-3.5403401802463943,4.9731313996992474
Low Fat,NCP50,Others,OUT035,Tier 2,Small,Supermarket Type1,0.020555958,17.35,4.5,7,-3.8846044530533073,4.38778253763606
Low Fat,FDQ09,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.058121214,7.235,4.5,7,-2.8452245526798956,4.761176856683961
Low Fat,FDI22,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.09619424,12.6,4.5,7,-2.3413857983629462,5.3559313432701225
Low Fat,DRD12,Soft Drinks,OUT035,Tier 2,Small,Supermarket Type1,0.077178965,6.96,4.5,7,-2.561628333172481,4.544513188647575
Low Fat,DRL60,Soft Drinks,OUT035,Tier 2,Small,Supermarket Type1,0.027054244,8.52,4.5,7,-3.609911391356767,5.027611709192239
Low Fat,DRD13,Soft Drinks,OUT035,Tier 2,Small,Supermarket Type1,0.049070183,15.0,4.5,7,-3.0145036995210677,4.141813218664077
Regular,FDI48,Baking Goods,OUT035,Tier 2,Small,Supermarket Type1,1e-09,11.85,4.5,7,-20.72326583694641,3.9563575437371803
Regular,FDZ49,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.13312044,11.0,4.5,7,-2.0165009966262395,5.405285688991547
Regular,FDJ02,Canned,OUT035,Tier 2,Small,Supermarket Type1,0.025162022,17.2,4.5,7,-3.6824194847192664,4.99003659001502
Regular,FDJ15,Dairy,OUT035,Tier 2,Small,Supermarket Type1,0.023318068,11.35,4.5,7,-3.7585267682732137,5.212001020695571
Regular,FDO52,Frozen Foods,OUT035,Tier 2,Small,Supermarket Type1,0.077150004,11.6,4.5,7,-2.562003648325917,5.1428943776787825
Regular,FDU58,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.029006239,6.61,4.5,7,-3.5402443342034746,5.231588715492533
Regular,FDN46,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.14460413,7.21,4.5,7,-1.9337554081162451,4.640857741808444
Regular,FDO46,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.014209811,9.6,4.5,7,-4.253822637454191,5.2427370010522365
Regular,FDI34,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.085119855,10.65,4.5,7,-2.4636949568676973,5.441840920833975
Regular,FDG22,Snack Foods,OUT035,Tier 2,Small,Supermarket Type1,0.041373331,17.6,4.5,7,-3.185118784467104,3.6666082824677053
Regular,DRC13,Soft Drinks,OUT035,Tier 2,Small,Supermarket Type1,0.032435437,8.26,4.5,7,-3.4285037193078334,4.835273462133948
Low Fat,FDB17,Frozen Foods,OUT010,Tier 3,Medium,Grocery Store,0.061381589,13.15,4.5,13,-2.7906453422142614,5.198483771509407
Low Fat,FDZ44,Fruits and Vegetables,OUT010,Tier 3,Medium,Grocery Store,0.064824502,8.185,4.5,13,-2.7360716298082823,4.7628642947350865
Low Fat,DRK35,Hard Drinks,OUT010,Tier 3,Medium,Grocery Store,0.120256303,8.365,4.5,13,-2.118129955569511,3.695124910585765
Low Fat,NCP29,Health and Hygiene,OUT010,Tier 3,Medium,Grocery Store,0.187918654,8.42,4.5,13,-1.671746101279524,4.195950036528431
Low Fat,NCZ29,Health and Hygiene,OUT010,Tier 3,Medium,Grocery Store,0.119461188,15.0,4.5,13,-2.1247637469760448,4.846830832774055
Low Fat,NCS30,Household,OUT010,Tier 3,Medium,Grocery Store,0.155706798,5.945,4.5,13,-1.8597805402089733,4.85954260052603
Low Fat,NCA42,Household,OUT010,Tier 3,Medium,Grocery Store,0.047784475,6.965,4.5,13,-3.0410544830356594,5.0743009343841585
Low Fat,NCH55,Household,OUT010,Tier 3,Medium,Grocery Store,0.058034349,16.35,4.5,13,-2.8467202195932955,4.834709242391157
Low Fat,FDT58,Snack Foods,OUT010,Tier 3,High,Grocery Store,0.143870574,9.0,4.5,13,-1.9388411752282189,5.138627373011454
